Item,Category,Gold,Silver,Platinum,Rhodium,Nickel,Tin,Lithium,Aluminum,Carbon,Profit ($),Total_Metals,Avg_Metal_Value,Profit_per_Metal,Precious_Ratio,Recovery_Status
Microwave Oven,1,8.87,0.4,9.71,9.65,7.49,9.59,8.17,1.4,1.22,956.62,47.23,6.747142857142856,20.254499258945586,0.40990895617192463,1
TV,3,0.58,5.15,7.2,6.66,1.27,8.04,8.89,7.7,7.24,417.4,47.00000000000001,6.714285714285715,8.880851063829786,0.29489361702127653,1
Microwave Oven,1,8.09,0.62,6.53,7.16,2.74,1.68,2.38,5.95,1.14,747.82,27.58,3.94,27.114575779550403,0.49637418419144314,1
Microwave Oven,1,3.96,8.19,9.42,3.08,3.94,7.13,2.0,5.3,0.6,704.19,31.470000000000002,4.495714285714286,22.376549094375594,0.3972036860502065,1
Air Conditioner,0,2.13,2.14,1.67,1.48,1.87,9.68,9.27,3.08,8.87,195.57,35.919999999999995,5.131428571428571,5.444599109131404,0.08769487750556794,0
Laptop,2,0.84,6.1,0.55,4.02,9.67,0.86,3.25,8.05,8.89,74.39,35.29,5.041428571428571,2.1079625956361574,0.12949844148483988,0
Audio Equipment,3,6.96,8.78,9.37,5.17,3.47,7.81,8.91,5.3,1.83,849.27,41.85999999999999,5.979999999999999,20.288342092689923,0.34734830387004306,1
Audio Equipment,3,5.39,6.98,5.77,4.93,1.12,5.56,2.66,9.65,2.03,578.12,31.72,4.531428571428571,18.225725094577555,0.33732660781841106,1
Toaster,1,6.35,9.8,2.92,7.01,1.71,2.65,8.84,9.69,0.31,474.16,33.13,4.732857142857143,14.31210383338364,0.29972834289163897,1
TV,3,4.38,4.99,2.43,9.88,6.98,0.22,9.15,3.33,4.58,348.38,36.56999999999999,5.224285714285713,9.526387749521467,0.33661471151216854,1
TV,3,5.26,3.53,0.74,4.03,0.6,4.94,4.28,4.24,4.94,300.23,23.77,3.3957142857142855,12.630626840555323,0.20067311737484225,1
Stove,0,9.81,5.63,6.84,5.77,7.26,9.84,8.43,6.44,3.15,852.03,47.73,6.8185714285714285,17.851037083595223,0.2641944269851247,1
Microwave Oven,1,2.2,2.9,7.63,6.1,6.26,3.72,7.73,7.83,2.52,518.74,41.790000000000006,5.970000000000001,12.413017468293848,0.3285474994017707,1
Washing Machine,0,7.8,1.85,2.76,9.31,2.33,9.1,6.87,0.87,8.29,532.41,39.53,5.647142857142858,13.468504932962306,0.3053377181887174,1
iPhone 11,2,8.47,1.62,6.77,2.61,2.8,8.52,7.28,2.72,3.45,780.05,34.15,4.878571428571428,22.84187408491947,0.2746705710102489,1
Vacuum Cleaner,1,2.72,7.76,9.4,6.02,1.1,7.33,7.33,6.12,8.64,641.91,45.94,6.562857142857142,13.972790596430126,0.3356552024379626,1
Iron,1,5.68,4.89,4.21,7.16,5.13,9.06,8.51,2.02,5.66,507.71,41.75,5.964285714285714,12.160718562874251,0.2723353293413174,1
Smartphone,2,6.58,6.01,4.28,1.42,0.49,4.76,8.4,0.39,7.04,556.18,26.78,3.825714285714286,20.768483943241222,0.2128454070201643,1
iPhone 11,2,7.03,9.81,5.06,9.92,7.51,8.2,3.3,4.29,4.49,622.42,42.77,6.11,14.552723871872805,0.35024549918166936,1
Laptop,2,1.04,8.01,1.42,9.43,4.34,9.49,0.11,3.0,7.82,132.01,35.61,5.087142857142857,3.707104745857905,0.3046896939062061,0
Microwave Oven,1,9.98,4.91,8.04,3.1,3.13,0.26,4.62,9.16,0.88,924.03,29.189999999999998,4.17,31.655704008221996,0.381637547105173,1
Microwave Oven,1,5.16,9.13,2.3,1.1,3.31,9.81,1.4,4.93,4.25,382.24,27.099999999999998,3.871428571428571,14.10479704797048,0.12546125461254612,1
Fridge,0,8.14,0.51,1.16,2.84,4.5,1.86,9.67,9.66,9.59,462.51,39.28,5.611428571428571,11.77469450101833,0.10183299389002036,1
Fridge,0,0.44,4.66,7.54,7.95,3.18,9.37,2.55,9.77,9.01,428.51,49.37,7.0528571428571425,8.67956248734049,0.3137532914725542,1
Iron,1,5.09,2.03,9.33,2.93,1.1,3.83,6.77,6.03,5.22,751.26,35.21,5.03,21.33655211587617,0.3481965350752627,1
Laptop,2,2.42,5.41,3.99,8.9,7.23,4.93,1.66,8.62,0.58,335.99,35.91,5.13,9.356446672236148,0.35895293790030636,1
Microwave Oven,1,7.3,1.21,1.32,1.96,9.51,4.95,7.98,2.15,5.57,430.34,33.44,4.777142857142857,12.86901913875598,0.09808612440191389,1
iPhone 11,2,0.85,3.63,9.31,5.95,5.1,2.83,2.16,2.23,6.3,542.81,33.879999999999995,4.839999999999999,16.021546635183,0.450413223140496,1
Vacuum Cleaner,1,1.15,0.42,2.22,0.54,6.07,7.87,0.25,2.65,9.27,175.93,28.869999999999997,4.124285714285714,6.093869068236925,0.09560096986491169,0
Audio Equipment,3,0.83,2.38,1.38,5.86,8.17,2.24,1.63,8.16,8.2,116.24,35.64,5.091428571428572,3.2615039281705944,0.2031425364758698,0
Washing Machine,0,7.81,0.13,1.9,1.41,2.5,9.67,9.12,4.32,7.83,485.85,36.75,5.25,13.220408163265306,0.09006802721088435,1
Laptop,2,5.39,1.18,6.58,2.14,1.96,8.8,5.62,7.53,8.78,618.27,41.410000000000004,5.915714285714286,14.930451581743538,0.21057715527650325,1
Iron,1,8.87,0.93,4.47,9.7,4.29,6.97,4.19,6.28,8.29,676.07,44.19,6.312857142857142,15.299162706494684,0.3206607829825752,1
Air Conditioner,0,7.85,6.13,7.97,1.0,0.38,6.32,4.47,0.34,2.36,816.39,22.84,3.262857142857143,35.7438704028021,0.39273204903677755,1
Laptop,2,8.22,5.77,8.79,6.77,3.98,7.0,9.86,7.39,3.05,878.37,46.839999999999996,6.691428571428571,18.75256191289496,0.33219470538001705,1
Air Conditioner,0,5.72,7.79,9.61,6.1,9.0,1.24,8.87,0.24,4.04,800.58,39.1,5.585714285714286,20.47519181585678,0.4017902813299232,1
Speaker,3,5.4,4.49,1.92,2.41,9.18,4.39,1.11,4.0,6.31,370.99,29.319999999999997,4.188571428571428,12.653137789904504,0.14768076398362895,1
Toaster,1,7.08,0.3,3.57,4.69,7.07,6.43,0.38,3.43,0.52,539.56,26.089999999999996,3.7271428571428564,20.6807205825987,0.31659639708700654,1
Iron,1,5.75,6.59,5.18,4.01,5.71,2.99,2.58,7.64,1.39,563.99,29.5,4.214285714285714,19.118305084745764,0.31152542372881353,1
Microwave Oven,1,2.88,6.5,4.68,0.33,1.79,8.41,1.96,3.35,0.55,396.18,21.070000000000004,3.0100000000000007,18.803037494067393,0.2377788324632178,1
Speaker,3,2.38,0.53,4.92,6.67,2.94,3.41,9.25,2.89,4.42,380.97,34.5,4.928571428571429,11.042608695652175,0.33594202898550724,1
Monitor,3,6.27,0.99,8.44,4.25,0.83,0.52,3.89,8.25,7.98,760.89,34.16,4.88,22.27429742388759,0.3714871194379391,1
Iron,1,5.33,1.07,7.33,5.44,3.69,8.51,5.85,5.16,1.73,655.47,37.71,5.387142857142857,17.381861575179,0.3386369663219305,1
Iron,1,3.84,0.3,6.79,8.34,1.22,6.73,3.43,4.12,6.6,552.81,37.23,5.3185714285714285,14.848509266720386,0.406392694063927,1
Smartphone,2,3.45,6.02,1.26,3.63,5.15,1.95,2.79,8.37,4.33,240.59,27.479999999999997,3.9257142857142853,8.755094614264921,0.1779475982532751,0
Stove,0,1.41,1.47,9.4,1.64,3.52,2.93,3.31,8.91,8.86,573.89,38.57,5.51,14.879180710396682,0.2862328234379051,1
Monitor,3,6.03,0.63,3.72,5.23,5.84,3.58,7.26,0.41,5.85,496.12,31.89,4.555714285714286,15.55722797115083,0.28065224208215744,1
Audio Equipment,3,7.46,3.04,4.71,8.26,8.19,0.58,8.77,0.65,6.01,620.79,37.169999999999995,5.31,16.70137207425343,0.34893731503901,1
Stove,0,9.23,7.66,6.2,3.6,6.12,2.88,2.44,9.17,3.23,790.26,33.64,4.805714285714286,23.491676575505352,0.291319857312723,1
Toaster,1,7.43,3.18,1.68,5.27,5.96,7.01,3.94,5.49,2.16,457.13,31.51,4.501428571428572,14.507457949857187,0.22056490003173593,1
iPhone 11,2,5.25,7.33,9.03,0.65,9.4,4.15,4.19,1.77,2.97,746.21,32.16,4.594285714285713,23.203047263681597,0.3009950248756219,1
Monitor,3,8.16,6.77,4.15,2.25,3.43,6.55,2.35,1.13,1.9,627.36,21.759999999999998,3.108571428571428,28.83088235294118,0.2941176470588236,1
Fridge,0,5.63,5.74,5.58,9.97,9.59,9.2,1.97,3.27,2.24,579.21,41.82000000000001,5.974285714285715,13.850071736011476,0.37183165949306546,1
Microwave Oven,1,6.19,9.84,6.25,5.42,5.6,7.18,2.79,7.78,4.64,644.88,39.66,5.6657142857142855,16.260211800302574,0.2942511346444781,1
TV,3,3.77,0.37,5.98,8.3,0.55,9.72,6.58,3.0,5.59,506.06,39.72,5.674285714285714,12.740684793554884,0.35951661631419946,1
Vacuum Cleaner,1,2.49,1.67,6.28,3.34,2.69,6.65,5.02,4.39,6.65,459.96,35.02,5.002857142857144,13.13420902341519,0.2747001713306682,1
Washing Machine,0,1.38,2.68,9.21,2.36,5.75,5.72,2.9,1.73,0.87,563.01,28.54,4.077142857142857,19.727049754730203,0.405395935529082,1
Monitor,3,8.35,2.98,7.21,2.38,0.4,0.11,5.51,6.34,5.58,798.32,27.53,3.932857142857143,28.998183799491464,0.3483472575372321,1
Laptop,2,8.77,3.06,8.13,4.95,3.12,0.61,9.04,2.58,4.61,868.34,33.04,4.72,26.281476997578693,0.3958837772397095,1
Microwave Oven,1,4.1,7.12,4.29,5.65,1.32,6.04,8.68,9.06,1.97,435.53,37.01,5.2871428571428565,11.767900567414213,0.2685760605241827,1
Microwave Oven,1,8.85,1.3,7.22,0.27,5.5,2.78,0.95,3.54,8.52,822.58,28.779999999999998,4.111428571428571,28.58165392633774,0.2602501737317582,1
Vacuum Cleaner,1,1.42,8.8,4.44,6.24,2.69,8.22,2.99,0.8,4.11,312.91,29.49,4.212857142857143,10.610715496778571,0.3621566632756867,1
Vacuum Cleaner,1,8.32,9.66,2.09,8.68,9.01,6.54,6.26,1.96,4.35,526.58,38.89,5.555714285714286,13.54024170737979,0.27693494471586527,1
Audio Equipment,3,8.67,7.91,1.79,1.23,6.78,9.7,0.59,7.06,8.16,526.73,35.31,5.0442857142857145,14.917303879920702,0.0855281789861229,1
Stove,0,5.19,8.28,9.42,6.43,6.87,0.16,8.99,6.57,4.96,764.59,43.4,6.2,17.617281105990784,0.3652073732718894,1
Washing Machine,0,7.36,9.75,3.96,5.98,4.12,0.22,1.47,7.84,3.14,579.47,26.730000000000004,3.818571428571429,21.678638234193787,0.37186681631126073,1
Vacuum Cleaner,1,1.77,4.58,2.8,9.24,1.04,4.99,9.22,4.96,0.83,239.73,33.08,4.725714285714285,7.246977025392987,0.3639661426844014,0
Iron,1,3.47,3.42,8.19,2.17,2.95,8.67,8.65,2.41,2.82,611.49,35.85999999999999,5.122857142857142,17.052147239263807,0.2889012827663135,1
iPhone 11,2,9.89,9.94,7.38,5.11,1.94,0.15,1.5,7.16,2.07,887.11,25.31,3.6157142857142857,35.04978269458712,0.4934808376135915,1
Toaster,1,1.68,2.84,6.34,9.81,4.65,9.16,1.52,7.39,5.5,424.11,44.37,6.338571428571428,9.55848546315078,0.3639846743295019,1
TV,3,5.13,6.61,8.84,6.5,1.56,0.93,3.7,6.32,0.54,729.55,28.389999999999997,4.055714285714285,25.69742867206763,0.5403311025008807,1
Laptop,2,3.56,5.91,8.38,8.6,8.12,4.5,9.88,1.17,0.9,627.52,41.550000000000004,5.935714285714286,15.102767749699156,0.4086642599277978,1
TV,3,2.26,8.2,7.13,10.0,2.02,9.12,2.02,2.17,4.53,497.98,36.989999999999995,5.284285714285714,13.46255744795891,0.4630981346309814,1
Tablet,2,1.31,9.79,4.19,4.28,3.64,6.83,5.33,1.53,4.92,294.66,30.720000000000006,4.38857142857143,9.591796874999998,0.2757161458333333,0
Smartphone,2,0.49,1.8,5.3,7.07,6.95,7.53,4.49,3.97,5.94,309.32,41.25,5.892857142857143,7.498666666666667,0.2998787878787879,1
Toaster,1,1.45,4.91,5.95,1.42,8.66,1.19,2.56,2.93,1.88,393.01,24.59,3.512857142857143,15.982513216754779,0.2997153314355429,1
Monitor,3,6.75,0.6,4.45,7.19,9.47,3.7,6.67,3.18,7.09,570.65,41.75,5.964285714285714,13.668263473053893,0.27880239520958083,1
Microwave Oven,1,2.07,0.38,2.43,3.5,8.99,8.51,7.22,4.96,2.94,232.42,38.55,5.507142857142857,6.02905317769131,0.15382619974059664,0
Washing Machine,0,8.91,0.53,8.44,4.03,0.17,9.14,3.21,2.11,7.14,890.5,34.24,4.8914285714285715,26.007593457943923,0.3641939252336448,1
Iron,1,4.66,2.53,7.32,4.87,4.75,1.7,9.87,6.53,8.75,622.73,43.79,6.255714285714285,14.220826672756338,0.2783740580041106,1
Monitor,3,2.96,7.31,8.72,9.57,6.93,2.45,6.99,0.25,4.23,617.0,39.14,5.591428571428572,15.7639243740419,0.4672968829841594,1
Toaster,1,2.37,6.13,0.87,2.7,1.11,1.88,5.52,1.9,5.47,166.63,19.45,2.7785714285714285,8.567095115681234,0.183547557840617,0
Tablet,2,4.62,3.52,8.71,8.73,1.64,2.12,3.08,4.91,0.45,695.78,29.64,4.234285714285714,23.474358974358974,0.5883940620782726,1
Smartphone,2,1.84,3.41,2.8,6.35,2.42,1.06,2.19,6.87,1.74,242.44,23.429999999999996,3.3471428571428565,10.347417840375588,0.3905249679897567,0
Tablet,2,9.7,9.47,8.68,7.58,8.65,0.94,8.73,5.96,8.74,947.27,49.28,7.04,19.222199675324674,0.32995129870129863,1
Microwave Oven,1,6.28,4.34,9.7,9.07,8.63,1.29,2.81,6.1,7.08,830.94,44.67999999999999,6.382857142857142,18.59758281110117,0.42009847806624895,1
Audio Equipment,3,5.39,2.58,8.45,2.17,6.0,9.41,2.37,4.2,3.57,719.34,36.17,5.167142857142857,19.88775228089577,0.29361349184406965,1
iPhone 11,2,8.01,0.88,3.84,1.1,7.56,6.39,0.63,3.8,7.96,600.06,31.28,4.468571428571429,19.183503836317133,0.15792838874680304,1
iPhone 11,2,7.78,1.57,5.4,0.3,4.98,7.18,4.95,7.26,1.85,672.72,31.92,4.5600000000000005,21.075187969924812,0.17857142857142858,1
Air Conditioner,0,8.33,1.8,8.51,7.07,2.06,2.98,7.38,5.47,0.24,866.39,33.71,4.815714285714286,25.70127558587956,0.4621773954316227,1
Speaker,3,5.75,2.84,5.21,6.0,8.01,8.11,0.13,6.46,2.39,563.58,36.309999999999995,5.187142857142857,15.521343982374004,0.3087303773065272,1
Fridge,0,8.27,9.59,2.81,8.89,4.02,5.03,1.22,2.14,9.2,562.56,33.31,4.758571428571429,16.888622035424795,0.35124587211047736,1
Audio Equipment,3,5.08,9.68,6.84,3.78,7.49,6.09,8.25,3.2,9.61,621.87,45.260000000000005,6.465714285714286,13.73994697304463,0.23464427750773306,1
TV,3,8.5,1.42,1.55,0.16,5.81,8.06,6.93,6.18,4.15,501.75,32.839999999999996,4.691428571428571,15.278623629719856,0.0520706455542022,1
Iron,1,9.18,3.93,3.38,1.6,1.12,0.15,7.23,3.09,5.73,634.44,22.3,3.185714285714286,28.45022421524664,0.22331838565022422,1
Audio Equipment,3,6.13,8.61,5.03,6.33,3.65,9.75,7.74,3.45,6.04,575.88,41.99,5.998571428571429,13.714693974755894,0.27054060490592996,1
Tablet,2,8.77,7.36,8.07,3.28,1.18,9.92,6.07,1.86,5.37,867.74,35.75,5.107142857142857,24.272447552447552,0.3174825174825175,1
Air Conditioner,0,9.96,9.45,0.16,3.22,5.04,1.35,0.35,4.26,3.81,503.48,18.189999999999998,2.5985714285714283,27.67894447498626,0.18581638262781752,1
Air Conditioner,0,0.42,0.55,3.04,1.21,9.12,7.38,2.71,4.7,0.46,184.1,28.62,4.088571428571429,6.432564640111809,0.1484975541579315,0
Toaster,1,0.2,8.14,7.04,8.26,7.54,2.11,8.97,6.97,4.63,391.85,45.52,6.502857142857144,8.608304042179261,0.336115992970123,1
Audio Equipment,3,5.41,6.75,7.33,5.25,8.53,9.35,0.58,5.52,3.61,662.74,40.17,5.738571428571428,16.498381877022652,0.31316903161563353,1
Monitor,3,3.44,1.28,8.87,5.71,2.75,6.0,4.21,5.85,9.72,645.17,43.11,6.158571428571428,14.965669218278821,0.3382045929018789,1
iPhone 11,2,7.53,5.25,3.48,6.42,1.89,4.3,8.84,9.5,6.33,559.57,40.76,5.822857142857143,13.728410206084398,0.24288518155053976,1
Tablet,2,8.31,7.35,7.33,9.04,1.87,9.39,2.64,5.16,4.64,805.48,40.07,5.724285714285714,20.1018218118293,0.40853506363863235,1
Toaster,1,1.86,1.57,6.51,3.14,4.27,0.86,0.6,7.27,0.4,441.18,23.049999999999997,3.2928571428571423,19.14013015184382,0.4186550976138829,1
Air Conditioner,0,2.17,7.04,1.08,7.29,5.12,5.21,6.42,8.31,3.01,168.7,36.440000000000005,5.205714285714286,4.62952799121844,0.2296926454445664,0
TV,3,9.35,8.29,9.24,6.99,8.9,1.26,7.03,9.34,8.39,959.41,51.150000000000006,7.307142857142858,18.756793743890515,0.3173020527859237,1
Monitor,3,1.64,2.18,7.3,0.95,0.62,2.96,2.89,2.26,1.95,473.04,18.929999999999996,2.7042857142857137,24.98890649762283,0.4358161648177497,1
Audio Equipment,3,2.35,4.51,6.02,8.5,8.27,3.08,3.88,0.6,0.54,440.78,30.889999999999997,4.412857142857143,14.269342829394626,0.47005503399158305,1
Washing Machine,0,9.91,9.9,0.47,0.42,1.93,7.61,6.81,4.1,7.42,517.96,28.759999999999998,4.1085714285714285,18.009735744089014,0.030945757997218357,1
Microwave Oven,1,3.71,9.82,7.18,2.98,8.05,3.7,6.85,5.06,6.95,572.81,40.77,5.824285714285715,14.04979151336767,0.24920284522933528,1
Fridge,0,9.7,8.56,4.78,3.28,7.79,0.31,8.84,5.55,9.18,737.76,39.730000000000004,5.675714285714286,18.569343065693428,0.20286936823559024,1
iPhone 11,2,4.95,1.07,3.85,0.31,7.41,7.76,0.91,7.71,9.4,450.37,37.35,5.335714285714286,12.05809906291834,0.11137884872824631,1
Speaker,3,3.85,1.3,5.87,8.83,3.94,7.39,8.02,3.77,8.38,504.63,46.2,6.6000000000000005,10.922727272727272,0.3181818181818181,1
Vacuum Cleaner,1,1.58,7.6,4.6,4.8,9.83,3.46,3.72,2.27,3.68,328.66,32.36,4.622857142857143,10.15636588380717,0.29048207663782444,1
Monitor,3,8.11,3.0,6.56,8.02,9.12,7.13,0.11,4.64,5.37,751.96,40.94999999999999,5.849999999999999,18.36288156288157,0.3560439560439561,1
iPhone 11,2,9.04,1.7,3.5,9.64,2.63,9.35,0.55,9.1,5.68,632.91,40.449999999999996,5.778571428571428,15.64672435105068,0.3248454882571076,1
Washing Machine,0,2.83,9.46,2.2,5.29,8.81,5.39,2.58,1.26,8.88,262.58,34.410000000000004,4.915714285714286,7.630921243824468,0.2176692821854112,0
Smartphone,2,5.39,2.91,4.05,0.75,5.64,7.09,9.57,7.55,8.23,483.72,42.879999999999995,6.1257142857142854,11.280783582089555,0.11194029850746269,1
Laptop,2,4.79,3.59,8.23,7.5,9.39,6.51,8.88,8.23,5.81,678.64,54.55000000000001,7.7928571428571445,12.440696608615946,0.288359303391384,1
Air Conditioner,0,7.27,3.52,9.87,8.24,1.01,6.73,1.01,7.24,6.1,888.22,40.2,5.742857142857143,22.09502487562189,0.4504975124378109,1
Audio Equipment,3,0.39,3.84,6.59,6.39,2.23,6.81,8.49,7.2,2.93,374.62,40.64,5.805714285714286,9.218011811023622,0.31938976377952755,1
Microwave Oven,1,8.91,2.98,4.75,9.71,3.91,8.42,9.59,5.31,2.6,694.23,44.29,6.327142857142857,15.674644389252654,0.32648453375479797,1
Tablet,2,5.36,9.84,4.02,0.32,0.98,7.37,5.57,1.7,1.53,484.55,21.490000000000002,3.0700000000000003,22.547696603071195,0.2019543973941368,1
Vacuum Cleaner,1,7.53,3.61,1.3,9.79,9.72,7.76,3.38,3.46,1.72,442.0,37.129999999999995,5.304285714285713,11.904120657150553,0.29868031241583626,1
Stove,0,9.96,5.07,2.94,2.28,7.9,6.9,4.12,3.27,8.36,650.07,35.77,5.11,18.173609169695276,0.14593234554095608,1
Toaster,1,5.92,8.84,7.38,8.11,2.9,4.87,8.55,3.85,2.61,691.51,38.269999999999996,5.467142857142856,18.069244839299714,0.40475568330284817,1
Washing Machine,0,8.44,3.73,2.14,6.13,4.56,9.64,8.68,6.33,7.46,531.75,44.94,6.42,11.832443257676903,0.1840231419670672,1
Smartphone,2,5.08,8.8,6.77,7.94,8.13,8.46,3.61,3.1,0.91,617.67,38.92,5.5600000000000005,15.870246659815004,0.3779547790339157,1
TV,3,6.8,2.72,4.65,6.67,9.53,2.8,4.05,4.87,3.89,585.02,36.46,5.208571428571429,16.04552934722984,0.3104772353263851,1
Monitor,3,4.39,9.34,0.5,9.66,0.6,9.27,7.97,5.38,9.24,248.03,42.620000000000005,6.088571428571429,5.819568277803848,0.2383857343969967,0
Fridge,0,5.75,1.5,7.64,7.56,3.27,8.07,8.14,5.11,7.15,692.95,46.94,6.7057142857142855,14.76246271836387,0.3238176395398381,1
Vacuum Cleaner,1,3.23,9.39,3.4,2.71,1.54,9.26,0.25,1.48,7.58,346.46,26.22,3.7457142857142856,13.213577421815408,0.2330282227307399,1
Stove,0,8.05,0.42,4.64,7.82,4.17,1.27,9.34,1.19,8.42,644.48,36.85,5.264285714285714,17.489280868385347,0.33812754409769336,1
Toaster,1,8.71,8.98,0.13,0.77,7.9,9.88,9.35,7.86,4.81,440.38,40.7,5.814285714285715,10.82014742014742,0.022113022113022112,1
TV,3,9.28,2.93,8.08,7.05,4.02,5.67,2.26,6.5,4.09,890.76,37.67,5.381428571428572,23.646402973188213,0.4016458720467215,1
iPhone 11,2,4.27,1.58,2.34,1.2,4.33,3.68,8.85,5.62,8.11,336.22,34.129999999999995,4.8757142857142854,9.851157339583946,0.10372106651040142,1
Air Conditioner,0,1.86,0.54,8.22,7.66,7.04,8.06,6.19,3.97,5.74,532.39,46.88,6.6971428571428575,11.356441979522183,0.3387372013651877,1
TV,3,8.72,5.85,2.16,2.75,5.64,7.99,5.03,3.27,9.55,547.78,36.39,5.198571428571428,15.053036548502336,0.13492717779609784,1
Toaster,1,0.26,0.74,1.02,0.8,1.31,2.67,2.33,3.69,1.27,67.92,13.089999999999998,1.8699999999999997,5.1886936592818955,0.13903743315508024,0
Microwave Oven,1,6.64,5.41,4.27,7.46,1.2,5.4,7.33,7.54,0.26,558.27,33.459999999999994,4.779999999999999,16.684698147041246,0.35056784219964143,1
Microwave Oven,1,7.28,5.76,1.35,6.26,3.06,5.29,6.32,7.31,9.33,433.49,38.92,5.5600000000000005,11.137975334018499,0.19552929085303183,1
Monitor,3,8.91,4.62,0.71,5.1,0.3,8.44,2.35,1.28,0.47,478.65,18.65,2.664285714285714,25.664879356568367,0.3115281501340483,1
Toaster,1,9.6,3.29,8.8,9.8,9.42,6.8,8.93,6.93,9.84,945.36,60.519999999999996,8.645714285714286,15.620621282220755,0.30733641771315273,1
Tablet,2,4.88,8.75,9.3,8.74,1.02,5.22,4.7,4.97,2.03,743.21,35.98,5.14,20.6561978877154,0.5013896609227348,1
Toaster,1,2.61,2.44,3.35,5.26,8.42,4.8,0.35,3.42,6.96,309.35,32.56,4.651428571428572,9.500921375921376,0.2644348894348894,1
Washing Machine,0,3.67,1.15,5.34,5.02,7.72,0.51,5.09,7.51,8.17,467.23,39.36,5.622857142857143,11.870680894308943,0.2632113821138211,1
Laptop,2,2.73,3.2,6.14,2.0,2.47,9.61,5.29,9.03,9.39,465.18,43.93,6.275714285714286,10.589119053038926,0.18529478716139314,1
Air Conditioner,0,2.2,3.03,4.28,3.7,6.59,4.3,5.04,7.75,5.29,339.33,36.95,5.278571428571429,9.183491204330174,0.21596752368064953,1
Tablet,2,0.68,5.42,6.05,4.8,8.89,4.69,7.89,4.86,5.7,360.89,42.88,6.125714285714286,8.416277985074625,0.25303171641791045,1
Fridge,0,0.62,3.47,6.54,6.6,0.74,1.55,2.44,4.28,4.73,382.91,26.880000000000003,3.8400000000000003,14.24516369047619,0.4888392857142857,1
Air Conditioner,0,7.66,8.1,6.25,7.46,2.37,4.88,1.69,6.86,6.9,716.03,36.410000000000004,5.201428571428572,19.66575116726174,0.3765449052458116,1
Washing Machine,0,9.71,6.63,9.15,2.3,1.69,9.73,7.4,7.34,4.75,971.38,42.36,6.051428571428572,22.931539187913124,0.2703021718602455,1
Audio Equipment,3,4.73,2.03,4.73,6.3,7.21,8.18,6.76,6.93,1.11,487.27,41.22,5.888571428571429,11.821203299369238,0.26758854924793796,1
Tablet,2,5.61,7.51,1.29,3.86,0.17,1.45,3.57,6.33,4.03,349.11,20.700000000000003,2.9571428571428577,16.865217391304345,0.24879227053140096,1
Toaster,1,8.62,1.37,5.29,8.25,2.87,6.35,7.35,4.37,4.29,707.94,38.769999999999996,5.538571428571428,18.259994841372198,0.34923910239876194,1
Iron,1,0.85,9.62,7.06,5.94,9.39,7.57,1.0,6.62,5.98,425.83,43.56,6.222857142857143,9.775711662075297,0.29843893480257117,1
Iron,1,2.15,6.19,4.87,2.31,6.97,5.16,3.83,7.91,5.53,370.32,36.58,5.225714285714285,10.12356478950246,0.19628212137780207,1
Stove,0,1.76,1.41,6.88,6.59,1.15,7.75,3.98,8.04,9.9,456.08,44.29,6.327142857142857,10.297584104764056,0.30413185820727023,1
Toaster,1,0.95,8.18,3.47,1.74,1.59,2.88,8.03,9.04,7.08,237.37,33.83,4.832857142857143,7.0165533550103465,0.15400532072125334,0
Air Conditioner,0,9.53,0.96,7.74,2.22,4.04,1.27,8.44,7.0,6.72,883.61,37.43,5.347142857142857,23.606999732834627,0.266096713865883,1
Air Conditioner,0,2.4,3.42,2.32,5.24,8.52,0.73,3.38,3.55,9.88,244.33,33.62,4.8028571428571425,7.267400356930399,0.22486615110053543,0
Air Conditioner,0,4.22,5.0,5.33,5.71,9.74,7.18,9.75,2.44,7.3,496.08,47.449999999999996,6.778571428571428,10.454794520547946,0.2326659641728135,1
Smartphone,2,6.38,0.37,3.99,2.47,0.57,1.8,3.78,8.27,5.29,527.53,26.17,3.738571428571429,20.157814291173096,0.24684753534581583,1
Speaker,3,1.76,2.76,8.68,2.0,6.3,6.6,9.66,8.4,1.26,553.35,42.89999999999999,6.128571428571427,12.898601398601402,0.248951048951049,1
iPhone 11,2,6.22,8.54,4.14,2.6,4.11,4.8,1.3,0.36,5.19,532.49,22.500000000000004,3.214285714285715,23.66622222222222,0.2995555555555555,1
Monitor,3,9.5,8.4,4.77,7.07,2.01,5.24,2.31,9.44,0.31,727.31,31.149999999999995,4.449999999999999,23.348635634028895,0.3800963081861959,1
iPhone 11,2,5.24,8.31,2.54,0.51,4.71,3.41,0.33,0.52,1.86,398.46,13.879999999999999,1.9828571428571427,28.70749279538905,0.21974063400576369,1
Laptop,2,1.76,0.3,7.82,0.4,9.66,1.79,5.98,9.07,9.19,505.82,43.91,6.272857142857142,11.519471646549762,0.1872010931450695,1
Air Conditioner,0,5.49,1.32,9.83,1.11,3.85,4.38,2.53,8.12,5.62,797.35,35.44,5.062857142857142,22.498589164785557,0.30869074492099324,1
Laptop,2,2.95,8.73,6.29,1.31,4.59,9.04,5.47,2.01,8.21,487.21,36.919999999999995,5.274285714285713,13.196370530877575,0.2058504875406284,1
